Place_Id,Place_Name,Description,Category,Sub_Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Province,Category_Clean,c1_ticket_price,c2_rating,facility_toilet_mentioned,facility_parking_mentioned,facility_food_mentioned,facility_worship_mentioned,facility_accessibility_mentioned,facility_information_center_mentioned,c4_facility_score,activity_tags
1160,Pantai Binalatung Tarakan,"Pantai Binalatung Tarakan di Tana Tidung Tideng Pale, Kalimantan Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Tana Tidung Tideng Pale,20000,4.4,180.0,"{'lat': 3.519503, 'lng': 117.249125}",3.519503,117.249125,Kalimantan Utara,bahari,20000.0,4.4,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1161,Pantai Simangkadu Nunukan,"Pantai Simangkadu Nunukan di Bulungan Tanjung Selor, Kalimantan Utara. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Bulungan Tanjung Selor,5000,4.3,120.0,"{'lat': 2.877445, 'lng': 117.357808}",2.877445,117.357808,Kalimantan Utara,bahari,5000.0,4.3,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1162,Pantai Gusung Tarakan Pulau Pasir,"Pantai Gusung Tarakan Pulau Pasir di Tana Tidung Tideng Pale, Kalimantan Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Tana Tidung Tideng Pale,30000,4.7,240.0,"{'lat': 3.571391, 'lng': 117.22892}",3.571391,117.22892,Kalimantan Utara,bahari,30000.0,4.7,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1163,Pantai Nipah Sebatik,"Pantai Nipah Sebatik di Nunukan, Kalimantan Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Nunukan,20000,4.5,150.0,"{'lat': 4.116457, 'lng': 117.665574}",4.116457,117.665574,Kalimantan Utara,bahari,20000.0,4.5,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1164,Pantai Tanjung Harapan Tana Tidung,"Pantai Tanjung Harapan Tana Tidung di Nunukan, Kalimantan Utara. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Nunukan,30000,4.5,240.0,"{'lat': 4.154638, 'lng': 117.695833}",4.154638,117.695833,Kalimantan Utara,bahari,30000.0,4.5,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1165,Gunung Rian Tana Tidung Air Terjun Batu Raksasa,"Gunung Rian Tana Tidung Air Terjun Batu Raksasa di Nunukan, Kalimantan Utara. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Gunung,Nunukan,35000,4.4,240.0,"{'lat': 4.101545, 'lng': 117.685137}",4.101545,117.685137,Kalimantan Utara,alam,35000.0,4.4,1,1,1,1,0,0,0.6667,alam|camping|fotografi|gunung|hiking
1166,Bukit Kasih Sayang Bulungan,"Bukit Kasih Sayang Bulungan di Malinau, Kalimantan Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Malinau,15000,4.4,360.0,"{'lat': 3.575403, 'lng': 116.615209}",3.575403,116.615209,Kalimantan Utara,alam,15000.0,4.4,1,1,1,1,0,0,0.6667,camping|fotografi|gunung|hiking
1167,Bukit Teletubbies Tanjung Selor,"Bukit Teletubbies Tanjung Selor di Malinau, Kalimantan Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Malinau,50000,4.5,240.0,"{'lat': 3.575884, 'lng': 116.617816}",3.575884,116.617816,Kalimantan Utara,alam,50000.0,4.5,1,1,1,1,0,0,0.6667,camping|fotografi|gunung|hiking
1168,Gunung Putih Tanjung Palas Situs Bersejarah,"Gunung Putih Tanjung Palas Situs Bersejarah di Kota Tarakan, Kalimantan Utara. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Gunung,Kota Tarakan,20000,4.6,300.0,"{'lat': 3.264132, 'lng': 117.602104}",3.264132,117.602104,Kalimantan Utara,alam,20000.0,4.6,1,1,1,1,0,0,0.6667,camping|fotografi|gunung|hiking
1169,Puncak Bukit Cinta Nunukan,"Puncak Bukit Cinta Nunukan di Bulungan Tanjung Selor, Kalimantan Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Perbukitan,Bulungan Tanjung Selor,50000,4.7,240.0,"{'lat': 2.813271, 'lng': 117.33087}",2.813271,117.33087,Kalimantan Utara,alam,50000.0,4.7,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
1170,Bukit Padan Sebatik,"Bukit Padan Sebatik di Tana Tidung Tideng Pale, Kalimantan Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Tana Tidung Tideng Pale,20000,4.7,300.0,"{'lat': 3.524787, 'lng': 117.285866}",3.524787,117.285866,Kalimantan Utara,alam,20000.0,4.7,1,1,1,0,0,1,0.6667,camping|fotografi|gunung|hiking
1171,Bukit Tempayan Malinau,"Bukit Tempayan Malinau di Malinau, Kalimantan Utara. Destinasi wisata pegunungan berhawa sejuk dengan jalur pendakian yang menantang dan panorama lautan awan yang spektakuler saat fajar. Tersedia pos peristirahatan, warung logistik pendaki, area perkemahan, dan pemandu lokal.",Gunung,Perbukitan,Malinau,50000,4.7,300.0,"{'lat': 3.612258, 'lng': 116.619797}",3.612258,116.619797,Kalimantan Utara,alam,50000.0,4.7,1,1,1,1,0,0,0.6667,camping|fotografi|gunung|hiking
1172,Puncak Perbatasan RI-Malaysia Sebatik,"Puncak Perbatasan RI-Malaysia Sebatik di Tana Tidung Tideng Pale, Kalimantan Utara. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Perbukitan,Tana Tidung Tideng Pale,50000,4.3,180.0,"{'lat': 3.580976, 'lng': 117.220439}",3.580976,117.220439,Kalimantan Utara,alam,50000.0,4.3,1,1,1,1,1,1,1.0,camping|fotografi|gunung|hiking
1173,Gunung Belumut Kaltara,"Gunung Belumut Kaltara di Bulungan Tanjung Selor, Kalimantan Utara. Puncak bukit dan pegunungan dengan pemandangan lanskap hijau membentang sejauh mata memandang. Menawarkan pengalaman menikmati golden sunrise, udara bersih bebas polusi, dan spot foto alam yang memesona.",Gunung,Gunung,Bulungan Tanjung Selor,10000,4.3,300.0,"{'lat': 2.825434, 'lng': 117.362362}",2.825434,117.362362,Kalimantan Utara,alam,10000.0,4.3,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
1174,Bukit Salembatu Bulungan,"Bukit Salembatu Bulungan di Malinau, Kalimantan Utara. Kawasan dataran tinggi dan lereng gunung yang asri dengan pemandangan perbukitan hijau dan kawah eksotis. Sangat ideal untuk petualangan alam terbuka, hiking santai, perkemahan keluarga, dan melepas penat.",Gunung,Perbukitan,Malinau,15000,4.8,300.0,"{'lat': 3.600962, 'lng': 116.596805}",3.600962,116.596805,Kalimantan Utara,alam,15000.0,4.8,1,1,1,1,1,0,0.8333,camping|fotografi|gunung|hiking
1175,Taman Nasional Kayan Mentarang Hutan Primer Terluas Kaltara,"Taman Nasional Kayan Mentarang Hutan Primer Terluas Kaltara di Tana Tidung Tideng Pale, Kalimantan Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Taman Nasional,Tana Tidung Tideng Pale,10000,4.9,180.0,"{'lat': 3.567386, 'lng': 117.282868}",3.567386,117.282868,Kalimantan Utara,alam,10000.0,4.9,1,1,1,1,0,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
1176,Kawasan Konservasi Mangrove & Bekantan (KKMB) Tarakan,"Kawasan Konservasi Mangrove & Bekantan (KKMB) Tarakan di Tana Tidung Tideng Pale, Kalimantan Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Taman Nasional,Tana Tidung Tideng Pale,15000,4.6,90.0,"{'lat': 3.51175, 'lng': 117.257932}",3.51175,117.257932,Kalimantan Utara,alam,15000.0,4.6,1,1,1,0,1,1,0.8333,edukasi|fotografi|hiking|rekreasi_keluarga
1177,Air Terjun Semolon Sumber Air Panas Alami Malinau,"Air Terjun Semolon Sumber Air Panas Alami Malinau di Kota Tarakan, Kalimantan Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Air Terjun,Kota Tarakan,25000,4.3,120.0,"{'lat': 3.275215, 'lng': 117.658463}",3.275215,117.658463,Kalimantan Utara,alam,25000.0,4.3,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1178,Air Terjun Sianak Tana Tidung,"Air Terjun Sianak Tana Tidung di Nunukan, Kalimantan Utara. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Air Terjun,Nunukan,20000,4.5,120.0,"{'lat': 4.15565, 'lng': 117.658768}",4.15565,117.658768,Kalimantan Utara,alam,20000.0,4.5,1,1,1,0,0,1,0.6667,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1179,Sungai Kayan Arung Jeram,"Sungai Kayan Arung Jeram di Malinau, Kalimantan Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Taman Nasional,Malinau,30000,4.9,150.0,"{'lat': 3.599038, 'lng': 116.663632}",3.599038,116.663632,Kalimantan Utara,alam,30000.0,4.9,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1180,Gua Karst Gunung Putih Tanjung Palas,"Gua Karst Gunung Putih Tanjung Palas di Kota Tarakan, Kalimantan Utara. Wisata alam edukatif berbalut udara segar hutan tropis, aliran sungai yang jernih, serta air terjun bertingkat yang menyejukkan. Pilihan utama untuk riset keanekaragaman hayati dan ekowisata ramah lingkungan.",Cagar Alam,Gua,Kota Tarakan,15000,4.2,120.0,"{'lat': 3.281481, 'lng': 117.602828}",3.281481,117.602828,Kalimantan Utara,alam,15000.0,4.2,1,1,1,0,0,1,0.6667,edukasi|fotografi|hiking|rekreasi_keluarga
1181,Air Terjun Martin Billa Malinau,"Air Terjun Martin Billa Malinau di Nunukan, Kalimantan Utara. Kawasan konservasi alam yang asri dan terlindungi dengan keanekaragaman flora dan fauna tropis endemik. Dilengkapi jalur trekking kayu yang tertata rapi, gazebo istirahat, pusat informasi lingkungan, dan toilet pengunjung.",Cagar Alam,Air Terjun,Nunukan,20000,4.2,120.0,"{'lat': 4.163988, 'lng': 117.70088}",4.163988,117.70088,Kalimantan Utara,alam,20000.0,4.2,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1182,Danau Buatan Persemaian Tarakan,"Danau Buatan Persemaian Tarakan di Malinau, Kalimantan Utara. Objek wisata alam dengan formasi tebing batuan alami, gua karst purba, serta telaga yang jernih dan tenang. Suasana alam yang tenang memberikan kesegaran pikiran bagi pengunjung yang mencintai ketenangan alam.",Cagar Alam,Danau,Malinau,20000,4.7,90.0,"{'lat': 3.571097, 'lng': 116.641713}",3.571097,116.641713,Kalimantan Utara,alam,20000.0,4.7,1,1,1,1,0,1,0.8333,alam|edukasi|fotografi|hiking|rekreasi_keluarga
1183,Museum Kesultanan Bulungan Tanjung Palas,"Museum Kesultanan Bulungan Tanjung Palas di Bulungan Tanjung Selor, Kalimantan Utara. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Museum,Bulungan Tanjung Selor,15000,4.7,60.0,"{'lat': 2.820689, 'lng': 117.398567}",2.820689,117.398567,Kalimantan Utara,budaya,15000.0,4.7,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
1184,Rumah Adat Baloy Mayo Adat Tidung Tarakan,"Rumah Adat Baloy Mayo Adat Tidung Tarakan di Nunukan, Kalimantan Utara. Kompleks bangunan bersejarah dan desa adat yang mempertahankan adat istiadat turun-temurun dengan ramah. Wisatawan dapat menyaksikan kerajinan tangan tradisional dan berinteraksi langsung dengan warga setempat.",Budaya,Situs Sejarah,Nunukan,5000,4.3,120.0,"{'lat': 4.170518, 'lng': 117.640839}",4.170518,117.640839,Kalimantan Utara,budaya,5000.0,4.3,1,1,1,1,0,1,0.8333,budaya|edukasi|fotografi|sejarah
1185,Desa Wisata Setulang Malinau Hutan Adat Tane Olen,"Desa Wisata Setulang Malinau Hutan Adat Tane Olen di Kota Tarakan, Kalimantan Utara. Destinasi wisata sejarah dan kearifan lokal yang memperlihatkan warisan peradaban masa lampau melalui koleksi artefak berharga. Tempat ideal untuk belajar mengenai perjuangan bangsa dan filosofi adat masyarakat.",Budaya,Desa Adat,Kota Tarakan,10000,4.9,60.0,"{'lat': 3.310098, 'lng': 117.641647}",3.310098,117.641647,Kalimantan Utara,budaya,10000.0,4.9,1,1,0,1,1,1,0.8333,budaya|edukasi|fotografi|sejarah
1186,Tugu Dwikora Nunukan Sejarah Konfrontasi,"Tugu Dwikora Nunukan Sejarah Konfrontasi di Malinau, Kalimantan Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Situs Sejarah,Malinau,10000,4.8,90.0,"{'lat': 3.603532, 'lng': 116.605751}",3.603532,116.605751,Kalimantan Utara,budaya,10000.0,4.8,1,1,1,0,0,1,0.6667,budaya|edukasi|fotografi|sejarah
1187,Monumen Perang Dunia II Tarakan Peninggalan Australia-Jepang,"Monumen Perang Dunia II Tarakan Peninggalan Australia-Jepang di Tana Tidung Tideng Pale, Kalimantan Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Situs Sejarah,Tana Tidung Tideng Pale,10000,4.9,120.0,"{'lat': 3.524802, 'lng': 117.278988}",3.524802,117.278988,Kalimantan Utara,budaya,10000.0,4.9,1,1,1,0,0,1,0.6667,budaya|edukasi|fotografi|sejarah
1188,Desa Budaya Pulau Sapi Malinau Dayak Lundayeh,"Desa Budaya Pulau Sapi Malinau Dayak Lundayeh di Bulungan Tanjung Selor, Kalimantan Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Desa Adat,Bulungan Tanjung Selor,25000,4.5,60.0,"{'lat': 2.824219, 'lng': 117.358236}",2.824219,117.358236,Kalimantan Utara,budaya,25000.0,4.5,1,1,0,0,1,1,0.6667,budaya|edukasi|fotografi|sejarah
1189,Museum Roemah Boendar Tarakan,"Museum Roemah Boendar Tarakan di Bulungan Tanjung Selor, Kalimantan Utara. Situs cagar budaya bersejarah yang sarat dengan nilai tradisi leluhur, arsitektur arca dan bangunan tradisional yang otentik. Dilengkapi pemandu wisata budaya, museum informasi sejarah, dan pertunjukan seni berkala.",Budaya,Museum,Bulungan Tanjung Selor,25000,4.4,120.0,"{'lat': 2.887631, 'lng': 117.334719}",2.887631,117.334719,Kalimantan Utara,budaya,25000.0,4.4,1,1,1,0,0,1,0.6667,budaya|edukasi|fotografi|sejarah
1190,Taman Berlabuh Tarakan Tepi Laut,"Taman Berlabuh Tarakan Tepi Laut di Nunukan, Kalimantan Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Nunukan,200000,4.2,150.0,"{'lat': 4.159425, 'lng': 117.687776}",4.159425,117.687776,Kalimantan Utara,hiburan,200000.0,4.2,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1191,Taman Oval Ladang Tarakan,"Taman Oval Ladang Tarakan di Kota Tarakan, Kalimantan Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Taman Rekreasi,Kota Tarakan,200000,4.2,120.0,"{'lat': 3.321609, 'lng': 117.614713}",3.321609,117.614713,Kalimantan Utara,hiburan,200000.0,4.2,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1192,Waterpark Malinau Kota,"Waterpark Malinau Kota di Tana Tidung Tideng Pale, Kalimantan Utara. Taman rekreasi modern keluarga yang menghadirkan beragam wahana permainan seru, atraksi air, serta pertunjukan tematik interaktif. Memiliki fasilitas lengkap seperti food court, musala yang nyaman, toilet bersih, dan area parkir luas.",Taman Hiburan,Waterpark,Tana Tidung Tideng Pale,200000,4.3,150.0,"{'lat': 3.55339, 'lng': 117.27546}",3.55339,117.27546,Kalimantan Utara,hiburan,200000.0,4.3,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1193,Taman Cendrawasih Tanjung Selor,"Taman Cendrawasih Tanjung Selor di Tana Tidung Tideng Pale, Kalimantan Utara. Destinasi hiburan terpadu dengan spot swafoto kekinian yang estetik, wahana edukasi anak, dan ruang terbuka hijau yang ramah keluarga. Menjadi tempat favorit untuk berekreasi bersama anak-anak di akhir pekan.",Taman Hiburan,Taman Rekreasi,Tana Tidung Tideng Pale,100000,4.4,180.0,"{'lat': 3.548434, 'lng': 117.255028}",3.548434,117.255028,Kalimantan Utara,hiburan,100000.0,4.4,1,1,1,1,1,1,1.0,edukasi|fotografi|rekreasi_keluarga
1194,Pasar Gusher Tarakan Pusat Kepiting Kenari,"Pasar Gusher Tarakan Pusat Kepiting Kenari di Nunukan, Kalimantan Utara. Kawasan pertokoan dan pasar seni yang menyajikan ragam cinderamata unik karya perajin lokal dari berbagai penjuru daerah. Selalu ramai dikunjungi wisatawan yang ingin membawa kenang-kenangan autentik.",Pusat Perbelanjaan,Pasar Tradisional,Nunukan,0,4.6,120.0,"{'lat': 4.131613, 'lng': 117.646205}",4.131613,117.646205,Kalimantan Utara,belanja,0.0,4.6,1,1,1,0,1,1,0.8333,belanja|budaya|kuliner
1195,Sentra Tenun Batik Kaltara Lundayeh Malinau,"Sentra Tenun Batik Kaltara Lundayeh Malinau di Tana Tidung Tideng Pale, Kalimantan Utara. Pusat perbelanjaan dan pasar tradisional khas daerah yang menjual aneka kerajinan tangan, kain tenun atau batik, serta camilan oleh-oleh lokal. Tempat bertemunya tawar-menawar yang hangat dengan harga terjangkau.",Pusat Perbelanjaan,Sentra Kerajinan,Tana Tidung Tideng Pale,0,4.8,60.0,"{'lat': 3.518225, 'lng': 117.233739}",3.518225,117.233739,Kalimantan Utara,belanja,0.0,4.8,1,1,1,1,1,0,0.8333,belanja|budaya|kuliner
1196,Pasar Inpres Tanjung Selor,"Pasar Inpres Tanjung Selor di Malinau, Kalimantan Utara. Kawasan pertokoan dan pasar seni yang menyajikan ragam cinderamata unik karya perajin lokal dari berbagai penjuru daerah. Selalu ramai dikunjungi wisatawan yang ingin membawa kenang-kenangan autentik.",Pusat Perbelanjaan,Pasar Tradisional,Malinau,0,4.6,60.0,"{'lat': 3.577471, 'lng': 116.60509}",3.577471,116.60509,Kalimantan Utara,belanja,0.0,4.6,1,1,1,0,1,1,0.8333,belanja|budaya|kuliner
1197,Sentra Kerajinan Manik Dayak Malinau,"Sentra Kerajinan Manik Dayak Malinau di Tana Tidung Tideng Pale, Kalimantan Utara. Pusat perbelanjaan dan pasar tradisional khas daerah yang menjual aneka kerajinan tangan, kain tenun atau batik, serta camilan oleh-oleh lokal. Tempat bertemunya tawar-menawar yang hangat dengan harga terjangkau.",Pusat Perbelanjaan,Sentra Kerajinan,Tana Tidung Tideng Pale,0,4.4,60.0,"{'lat': 3.575823, 'lng': 117.218993}",3.575823,117.218993,Kalimantan Utara,belanja,0.0,4.4,1,1,1,0,1,1,0.8333,belanja|budaya|kuliner
1198,Masjid Agung Baitul Izzah Islamic Center Tarakan,"Masjid Agung Baitul Izzah Islamic Center Tarakan di Malinau, Kalimantan Utara. Bangunan keagamaan bersejarah dengan arsitektur megah dan penuh nilai filosofis spiritual tinggi. Menyediakan sarana ibadah yang bersih dan khusyuk, pelataran yang teduh dan asri, serta toilet wudhu yang terawat.",Tempat Ibadah,Masjid,Malinau,0,4.3,60.0,"{'lat': 3.571885, 'lng': 116.642556}",3.571885,116.642556,Kalimantan Utara,religi,0.0,4.3,1,1,1,1,1,1,1.0,budaya|religi|sejarah
1199,Masjid Kasimuddin Peninggalan Sultan Bulungan Tanjung Palas,"Masjid Kasimuddin Peninggalan Sultan Bulungan Tanjung Palas di Bulungan Tanjung Selor, Kalimantan Utara. Ikon wisata religi yang terkenal dengan kedamaian suasananya, toleransi antarwarga, serta kubah atau menara yang menjulang indah. Menjadi tempat ziarah sekaligus edukasi spiritual bagi masyarakat luas.",Tempat Ibadah,Masjid,Bulungan Tanjung Selor,0,4.4,90.0,"{'lat': 2.824245, 'lng': 117.369138}",2.824245,117.369138,Kalimantan Utara,religi,0.0,4.4,1,1,0,1,1,1,0.8333,budaya|religi|sejarah
1200,Gereja Katedral Santa Maria Immaculata Tarakan,"Gereja Katedral Santa Maria Immaculata Tarakan di Malinau, Kalimantan Utara. Ikon wisata religi yang terkenal dengan kedamaian suasananya, toleransi antarwarga, serta kubah atau menara yang menjulang indah. Menjadi tempat ziarah sekaligus edukasi spiritual bagi masyarakat luas.",Tempat Ibadah,Gereja,Malinau,0,4.7,45.0,"{'lat': 3.567425, 'lng': 116.658705}",3.567425,116.658705,Kalimantan Utara,religi,0.0,4.7,1,1,1,1,1,1,1.0,budaya|religi|sejarah
1201,Pantai Malalayang Manado,"Pantai Malalayang Manado di Kota Bitung, Sulawesi Utara. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Kota Bitung,30000,4.3,120.0,"{'lat': 1.474631, 'lng': 125.204858}",1.474631,125.204858,Sulawesi Utara,bahari,30000.0,4.3,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1202,Pantai Paal Likupang DPSP Pasir Putih,"Pantai Paal Likupang DPSP Pasir Putih di Bolaang Mongondow Kotamobagu, Sulawesi Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Bolaang Mongondow Kotamobagu,20000,4.3,120.0,"{'lat': 0.705122, 'lng': 124.312436}",0.705122,124.312436,Sulawesi Utara,bahari,20000.0,4.3,1,1,1,1,0,1,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1203,Pantai Pulisan Likupang Tebing Karang,"Pantai Pulisan Likupang Tebing Karang di Kepulauan Sitaro Ondong, Sulawesi Utara. Pantai eksotis dengan air laut jernih dan deretan pohon kelapa yang rindang. Menjadi lokasi favorit wisatawan untuk bersantai, bermain air bersama keluarga, berswafoto, serta menikmati kelapa muda segar di tepi pantai.",Pantai,Pantai,Kepulauan Sitaro Ondong,10000,4.4,240.0,"{'lat': 2.704873, 'lng': 125.385844}",2.704873,125.385844,Sulawesi Utara,bahari,10000.0,4.4,1,1,1,1,0,0,0.6667,bahari|berenang|fotografi|kuliner|pantai|rekreasi_keluarga|snorkeling
1204,Pantai Batu Angus Bitung Selat Lembeh,"Pantai Batu Angus Bitung Selat Lembeh di Kota Manado, Sulawesi Utara. Kawasan pantai dengan keindahan garis pantai memanjang, batuan karang yang menawan, serta angin sepoi-sepoi yang menyegarkan. Sangat cocok untuk aktivitas rekreasi, jalan santai di tepi air, dan piknik sore hari.",Pantai,Pantai,Kota Manado,30000,4.7,150.0,"{'lat': 1.490274, 'lng': 124.835216}",1.490274,124.835216,Sulawesi Utara,bahari,30000.0,4.7,1,1,1,1,1,0,0.8333,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
1205,Pantai Firdaus Kema Minut,"Pantai Firdaus Kema Minut di Kepulauan Sitaro Ondong, Sulawesi Utara. Destinasi wisata pesisir dengan hamparan pasir bersih, deburan ombak yang menenangkan, serta panorama matahari terbenam yang memukau. Dilengkapi fasilitas warung makan seafood lokal, area parkir, toilet umum, dan persewaan payung pantai.",Pantai,Pantai,Kepulauan Sitaro Ondong,20000,4.5,240.0,"{'lat': 2.737247, 'lng': 125.4031}",2.737247,125.4031,Sulawesi Utara,bahari,20000.0,4.5,1,1,1,1,0,0,0.6667,berenang|fotografi|kuliner|pantai|rekreasi_keluarga
